Random_ID,WORRIED,HEALTHY,FEWFOOD,SKIPPED,ATELESS,RUNOUT,HUNGRY,WHLDAY,wt,year,N_adults,N_child,Raw_score,Raw_score_par,Raw_score_par_error,Prob_Mod_Sev,Prob_sev,Age,Education,Area,Gender
132047206,0,0,0,0,0,1,1,0,.0925,2020,01,00,2,-1.40912251714157,1.03845979456933,.14532818568768,.0007807371576466,30,College,Urban/Suburbs,Male
162062101,1,1,1,1,1,1,1,1,.7652,2020,04,03,8,4.49978025615947,1.78440668629484,.996495952835501,.929307653358724,28,Secondary,Towns/Rural,Female
112398849,1,1,1,1,1,1,0,0,.6105,2020,06,02,6,1.70629385467405,1.06083907823783,.971437695827388,.436623513369523,18,Secondary,Dont_know,Female
190244381,0,1,0,0,0,1,0,1,.4493,2020,06,10+,3,-.6046624297919,.9476819923115239,.378649207172142,.0044337548457961,20,Secondary,Towns/Rural,Male
118721985,1,1,0,1,1,0,0,0,1.4463,2020,04,02,4,.126058164938327,.929306211903251,.681239122381297,.0298798332078331,25,Secondary,Urban/Suburbs,Female
150630625,1,1,1,1,1,1,1,0,.8326,2020,07,04,7,2.8574209055801,1.34735900352858,.99066794157314,.7669221841951051,22,Secondary,Towns/Rural,Female
205537449,1,1,1,1,1,0,1,0,1.3173,2020,06,00,6,1.70629385467405,1.06083907823783,.971437695827388,.436623513369523,24,College,Urban/Suburbs,Male
165150602,1,1,1,1,1,1,1,1,.0543,2020,06,05,8,4.49978025615947,1.78440668629484,.996495952835501,.929307653358724,42,College,Towns/Rural,Male
173555783,1,1,1,1,1,1,1,1,2.4495,2020,02,01,8,4.49978025615947,1.78440668629484,.996495952835501,.929307653358724,33,Secondary,Towns/Rural,Female
198286101,1,1,0,0,0,0,0,0,.1153,2020,02,02,2,-1.40912251714157,1.03845979456933,.14532818568768,.0007807371576466,30,College,Urban/Suburbs,Male
200412730,1,1,1,1,1,1,1,1,.0784,2020,04,02,8,4.49978025615947,1.78440668629484,.996495952835501,.929307653358724,43,College,Urban/Suburbs,Male
173638349,0,0,0,0,0,0,0,0,1.2781,2020,06,01,0,-3.47563223924269,1.78440668629484,0,0,25,Secondary,Urban/Suburbs,Female
